"X","Y","R","G","B"
"70","81","117","15","112"
"71","81","82","236","132"
"72","81","101","255","118"
"73","81","95","249","112"
"74","81","115","13","132"
"75","81","101","255","118"
"76","81","95","249","112"
"77","81","115","13","132"
"78","81","101","255","118"
"79","81","95","249","112"
"80","81","115","13","132"
"81","81","101","255","118"
"82","81","95","249","112"
"83","81","115","13","132"
"84","81","101","255","118"
"85","81","95","249","112"
"86","81","115","13","132"
"87","81","101","255","118"
"88","81","95","249","112"
"89","81","115","13","132"
"90","81","101","255","118"
"91","81","95","249","112"
"92","81","115","13","132"
"93","81","101","255","118"
"94","81","95","249","112"
"95","81","115","13","132"
"96","81","101","255","118"
"97","81","95","249","112"
"98","81","115","13","132"
"99","81","101","255","118"
"0","82","95","249","112"
"1","82","115","13","132"
"2","82","101","255","118"
"3","82","95","249","112"
"4","82","115","13","132"
"5","82","101","255","118"
"6","82","95","249","112"
"7","82","115","13","132"
"8","82","101","255","118"
"9","82","95","249","112"
"10","82","115","13","132"
"11","82","101","255","118"
"12","82","95","249","112"
"13","82","115","13","132"
"14","82","101","255","118"
"15","82","95","249","112"
"16","82","115","2","154"
"17","82","101","244","140"
"18","82","95","238","134"
"19","82","115","13","132"
"20","82","101","255","118"
"21","82","95","249","112"
"22","82","115","13","132"
"23","82","101","255","118"
"24","82","95","249","112"
"25","82","115","13","132"
"26","82","101","255","118"
"27","82","95","249","112"
"28","82","115","13","132"
"29","82","101","255","118"
"30","82","95","249","112"
"31","82","137","2","154"
"32","82","112","211","140"
"33","82","150","249","178"
"34","82","71","214","143"
"35","82","247","178","195"
"36","82","95","125","252"
"37","82","153","249","18"
"38","82","1","174","141"
"39","82","188","149","248"
"40","82","186","180","100"
"41","82","161","144","97"
"42","82","78","72","248"
"43","82","76","70","213"
"44","82","29","45","177"
"45","82","45","105","226"
"46","82","255","103","246"
"47","82","208","56","221"
"48","82","1","50","237"
"49","82","32","81","12"
"50","82","51","100","31"
"51","82","78","127","58"
"52","82","164","191","100"
"53","82","205","221","97"
"54","82","9","237","102"
"55","82","51","23","122"
"56","82","70","42","141"
"57","82","196","168","11"
"58","82","161","133","232"
"59","82","144","83","127"
"60","82","25","165","143"
"61","82","133","229","108"
"62","82","191","210","1"
"63","82","106","59","7"
"64","82","184","93","154"
"65","82","68","200","184"
"66","82","194","70","32"
"67","82","82","225","154"
"68","82","68","211","129"
"69","82","117","4","156"
"70","82","27","170","132"
"71","82","156","54","173"
"72","82","95","249","112"
"73","82","115","13","132"
"74","82","101","255","118"
"75","82","95","249","112"
"76","82","115","13","132"
"77","82","101","255","118"
"78","82","95","249","112"
"79","82","115","13","132"
"80","82","101","255","118"
"81","82","95","249","112"
"82","82","115","13","132"
"83","82","101","255","118"
"84","82","95","249","112"
"85","82","115","13","132"
"86","82","101","255","118"
"87","82","95","249","112"
"88","82","115","13","132"
"89","82","101","255","118"
"90","82","95","249","112"
"91","82","115","13","132"
"92","82","101","255","118"
"93","82","95","249","112"
"94","82","115","13","132"
"95","82","101","255","118"
"96","82","95","249","112"
"97","82","115","13","132"
"98","82","101","255","118"
"99","82","95","249","112"
"0","83","115","13","132"
"1","83","101","255","118"
"2","83","95","249","112"
"3","83","115","13","132"
"4","83","101","255","118"
"5","83","95","249","112"
"6","83","115","13","132"
"7","83","101","255","118"
"8","83","95","249","112"
"9","83","115","13","132"
"10","83","101","255","118"
"11","83","95","249","112"
"12","83","115","13","132"
"13","83","101","255","118"
"14","83","95","249","112"
"15","83","115","13","132"
"16","83","101","255","118"
"17","83","95","249","112"
"18","83","115","13","132"
"19","83","101","255","118"
"20","83","95","249","112"
"21","83","115","13","132"
"22","83","101","255","118"
"23","83","95","249","112"
"24","83","115","13","132"
"25","83","101","255","118"
"26","83","95","249","112"
"27","83","115","13","132"
"28","83","101","255","118"
"29","83","95","249","112"
"30","83","115","2","154"
"31","83","123","244","140"
"32","83","117","205","112"
"33","83","214","46","165"
"34","83","123","233","118"
"35","83","150","59","222"
"36","83","27","236","242"
"37","83","236","10","137"
"38","83","100","185","243"
"39","83","158","31","221"
"40","83","125","20","108"
"41","83","188","105","14"
"42","83","186","147","67"
"43","83","161","155","75"
"44","83","78","94","248"
"45","83","43","103","246"
"46","83","241","67","199"
"47","83","34","105","3"
"48","83","76","103","34"
"49","83","106","111","75"
"50","83","144","149","91"
"51","83","208","191","144"
"52","83","227","221","141"
"53","83","20","237","157"
"54","83","95","45","199"
"55","83","103","53","185"
"56","83","152","80","190"
"57","83","70","9","75"
"58","83","144","50","61"
"59","83","25","154","77"
"60","83","166","251","53"
"61","83","213","243","180"
"62","83","230","216","43"
"63","83","93","24","41"
"64","83","156","54","239"
"65","83","95","238","134"
"66","83","49","192","132"
"67","83","145","32","217"
"68","83","139","26","211"
"69","83","82","225","154"
"70","83","123","10","195"
"71","83","73","216","134"
"72","83","115","2","154"
"73","83","101","255","118"
"74","83","95","249","112"
"75","83","115","13","132"
"76","83","101","255","118"
"77","83","95","249","112"
"78","83","115","13","132"
"79","83","101","255","118"
"80","83","95","249","112"
"81","83","115","13","132"
"82","83","101","255","118"
"83","83","95","249","112"
"84","83","115","13","132"
"85","83","101","255","118"
"86","83","95","249","112"
"87","83","115","13","132"
"88","83","101","255","118"
"89","83","95","249","112"
"90","83","115","13","132"
"91","83","101","255","118"
"92","83","95","249","112"
"93","83","115","13","132"
"94","83","101","255","118"
"95","83","95","249","112"
"96","83","115","13","132"
"97","83","101","255","118"
"98","83","95","249","112"
"99","83","115","13","132"
"0","84","101","255","118"
"1","84","95","249","112"
"2","84","115","13","132"
"3","84","101","255","118"
"4","84","95","249","112"
"5","84","115","13","132"
"6","84","101","255","118"
"7","84","95","249","112"
"8","84","115","13","132"
"9","84","101","255","118"
"10","84","95","249","112"
"11","84","115","13","132"
"12","84","101","255","118"
"13","84","95","249","112"
"14","84","115","13","132"
"15","84","101","255","118"
"16","84","95","249","112"
"17","84","115","13","132"
"18","84","101","255","118"
"19","84","95","249","112"
"20","84","115","13","132"
"21","84","101","255","118"
"22","84","95","249","112"
"23","84","115","2","154"
"24","84","101","255","118"
"25","84","95","238","134"
"26","84","115","2","154"
"27","84","101","244","140"
"28","84","95","238","134"
"29","84","115","2","154"
"30","84","101","244","140"
"31","84","117","238","112"
"32","84","181","13","132"
"33","84","134","222","118"
"34","84","139","249","112"
"35","84","82","225","132"
"36","84","123","54","228"
"37","84","252","216","189"
"38","84","195","181","8"
"39","84","230","4","197"
"40","84","185","14","105"
"41","84","81","199","210"
"42","84","92","20","152"
"43","84","210","160","146"
"44","84","219","213","210"
"45","84","117","144","75"
"46","84","177","215","80"
"47","84","186","224","89"
"48","84","183","188","108"
"49","84","221","204","157"
"50","84","51","12","199"
"51","84","81","20","218"
"52","84","97","47","223"
"53","84","194","111","42"
"54","84","246","152","105"
"55","84","39","212","143"
"56","84","158","64","185"
"57","84","177","50","94"
"58","84","168","19","198"
"59","84","23","86","122"
"60","84","161","169","51"
"61","84","252","205","222"
"62","84","60","13","176"
"63","84","79","255","118"
"64","84","84","238","112"
"65","84","137","35","132"
"66","84","123","21","140"
"67","84","18","161","112"
"68","84","82","214","176"
"69","84","134","10","228"
"70","84","84","216","178"
"71","84","137","24","209"
"72","84","101","244","162"
"73","84","95","249","112"
"74","84","115","13","132"
"75","84","101","255","118"
"76","84","95","249","112"
"77","84","115","13","132"
"78","84","101","255","118"
"79","84","95","238","134"
"80","84","115","13","132"
"81","84","101","255","118"
"82","84","95","249","112"
"83","84","115","13","132"
"84","84","101","255","118"
"85","84","95","249","112"
"86","84","115","13","132"
"87","84","101","255","118"
"88","84","95","249","112"
"89","84","115","13","132"
"90","84","101","255","118"
"91","84","95","249","112"
"92","84","115","13","132"
"93","84","101","255","118"
"94","84","95","249","112"
"95","84","115","13","132"
"96","84","101","255","118"
"97","84","95","249","112"
"98","84","115","13","132"
"99","84","101","255","118"
"0","85","95","249","112"
"1","85","115","13","132"
"2","85","101","255","118"
"3","85","95","249","112"
"4","85","115","13","132"
"5","85","101","255","118"
"6","85","95","249","112"
"7","85","115","13","132"
"8","85","101","255","118"
"9","85","95","249","112"
"10","85","115","13","132"
"11","85","101","255","118"
"12","85","95","249","112"
"13","85","115","13","132"
"14","85","101","255","118"
"15","85","95","249","112"
"16","85","115","13","132"
"17","85","101","255","118"
"18","85","95","249","112"
"19","85","115","13","132"
"20","85","101","255","118"
"21","85","95","249","112"
"22","85","115","2","154"
"23","85","101","244","140"
"24","85","95","238","134"
"25","85","115","2","154"
"26","85","101","244","140"
"27","85","95","238","134"
"28","85","115","2","154"
"29","85","101","255","118"
"30","85","95","249","112"
"31","85","137","2","132"
"32","85","68","178","118"
"33","85","194","37","178"
"34","85","115","236","132"
"35","85","68","211","118"
"36","85","62","205","112"
"37","85","115","24","187"
"38","85","156","87","27"
"39","85","230","172","244"
"40","85","27","35","27"
"41","85","241","59","227"
"42","85","229","124","223"
"43","85","15","210","174"
"44","85","92","86","83"
"45","85","9","14","212"
"46","85","40","45","155"
"47","85","249","254","86"
"48","85","53","47","212"
"49","85","117","78","254"
"50","85","147","97","251"
"51","85","207","102","22"
"52","85","4","155","75"
"53","85","45","196","138"
"54","85","105","11","220"
"55","85","180","86","39"
"56","85","232","116","14"
"57","85","58","176","198"
"58","85","175","216","117"
"59","85","13","255","2"
"60","85","241","183","21"
"61","85","49","203","154"
"62","85","112","10","129"
"63","85","117","26","112"
"64","85","137","46","132"
"65","85","57","222","118"
"66","85","128","26","123"
"67","85","126","13","165"
"68","85","101","244","173"
"69","85","117","249","211"
"70","85","71","203","165"
"71","85","101","244","173"
"72","85","95","238","134"
"73","85","115","13","132"
"74","85","101","255","118"
"75","85","95","249","112"
"76","85","115","13","132"
"77","85","101","255","118"
"78","85","95","249","112"
"79","85","115","2","154"
"80","85","101","255","118"
"81","85","95","249","112"
"82","85","115","13","132"
"83","85","101","255","118"
"84","85","95","249","112"
"85","85","115","13","132"
"86","85","101","255","118"
"87","85","95","249","112"
"88","85","115","13","132"
"89","85","101","255","118"
"90","85","95","249","112"
"91","85","115","13","132"
"92","85","101","255","118"
"93","85","95","249","112"
"94","85","115","13","132"
"95","85","101","255","118"
"96","85","95","249","112"
"97","85","115","13","132"
"98","85","101","255","118"
"99","85","95","249","112"
"0","86","115","13","132"
"1","86","101","255","118"
"2","86","95","249","112"
"3","86","115","13","132"
"4","86","101","255","118"
"5","86","95","249","112"
"6","86","115","13","132"
"7","86","101","255","118"
"8","86","95","249","112"
"9","86","115","13","132"
"10","86","101","255","118"
"11","86","95","249","112"
"12","86","115","13","132"
"13","86","101","255","118"
"14","86","95","249","112"
"15","86","115","13","132"
"16","86","101","255","118"
"17","86","95","249","112"
"18","86","115","13","132"
"19","86","101","255","118"
"20","86","95","249","112"
"21","86","115","13","132"
"22","86","101","255","118"
"23","86","95","249","112"
"24","86","115","13","132"
"25","86","101","255","118"
"26","86","95","249","112"
"27","86","115","13","132"
"28","86","101","255","118"
"29","86","95","249","112"
"30","86","115","13","132"
"31","86","101","255","118"
"32","86","84","249","156"
"33","86","93","247","176"
"34","86","79","10","173"
"35","86","106","15","156"
"36","86","148","35","187"
"37","86","123","244","140"
"38","86","73","161","112"
"39","86","104","225","41"
"40","86","46","222","192"
"41","86","153","150","40"
"42","86","65","194","216"
"43","86","125","53","185"
"44","86","141","135","44"
"45","86","4","254","163"
"46","86","224","185","28"
"47","86","61","22","121"
"48","86","48","53","163"
"49","86","45","50","160"
"50","86","138","66","154"
"51","86","202","108","207"
"52","86","232","138","3"
"53","86","248","154","41"
"54","86","12","174","127"
"55","86","254","160","113"
"56","86","80","220","118"
"57","86","194","23","78"
"58","86","93","90","2"
"59","86","7","172","197"
"60","86","93","225","85"
"61","86","134","233","250"
"62","86","194","48","244"
"63","86","82","203","132"
"64","86","57","211","118"
"65","86","106","15","112"
"66","86","126","24","132"
"67","86","123","21","140"
"68","86","84","227","145"
"69","86","93","236","165"
"70","86","112","255","173"
"71","86","95","238","134"
"72","86","115","13","132"
"73","86","101","255","118"
"74","86","95","249","112"
"75","86","115","13","132"
"76","86","101","255","118"
"77","86","95","249","112"
"78","86","115","13","132"
"79","86","101","244","140"
"80","86","95","249","112"
"81","86","115","13","132"
"82","86","101","255","118"
"83","86","95","249","112"
"84","86","115","13","132"
"85","86","101","255","118"
"86","86","95","249","112"
"87","86","115","13","132"
"88","86","101","255","118"
"89","86","95","249","112"
"90","86","115","13","132"
"91","86","101","255","118"
"92","86","95","249","112"
"93","86","115","13","132"
"94","86","101","255","118"
"95","86","95","249","112"
"96","86","115","13","132"
"97","86","101","255","118"
"98","86","95","249","112"
"99","86","115","13","132"
"0","87","101","255","118"
"1","87","95","249","112"
"2","87","115","13","132"
"3","87","101","255","118"
"4","87","95","249","112"
"5","87","115","13","132"
"6","87","101","255","118"
"7","87","95","249","112"
"8","87","115","13","132"
"9","87","101","255","118"
"10","87","95","249","112"
"11","87","115","13","132"
"12","87","101","255","118"
"13","87","95","249","112"
"14","87","115","13","132"
"15","87","101","255","118"
"16","87","95","249","112"
"17","87","115","13","132"
"18","87","101","255","118"
"19","87","95","249","112"
"20","87","115","13","132"
"21","87","101","255","118"
"22","87","95","249","112"
"23","87","115","13","132"
"24","87","101","255","118"
"25","87","95","249","112"
"26","87","115","13","132"
"27","87","101","255","118"
"28","87","95","249","112"
"29","87","115","13","132"
"30","87","101","255","118"
"31","87","84","4","112"
"32","87","104","35","209"
"33","87","13","211","151"
"34","87","51","249","189"
"35","87","82","13","187"
"36","87","90","222","184"
"37","87","117","205","200"
"38","87","148","203","8"
"39","87","211","10","170"
"40","87","15","158","194"
"41","87","79","54","211"
"42","87","150","12","23"
"43","87","155","83","171"
"44","87","131","136","246"
"45","87","183","188","42"
"46","87","86","47","124"
"47","87","227","188","9"
"48","87","246","6","116"
"49","87","17","22","110"
"50","87","114","75","141"
"51","87","188","105","182"
"52","87","226","143","220"
"53","87","213","119","240"
"54","87","100","50","226"
"55","87","50","223","154"
"56","87","1","141","39"
"57","87","15","78","144"
"58","87","230","183","139"
"59","87","137","24","93"
"60","87","112","211","148"
"61","87","95","161","21"
"62","87","115","192","253"
"63","87","145","244","239"
"64","87","139","26","178"
"65","87","82","236","132"
"66","87","101","255","118"
"67","87","84","238","112"
"68","87","126","13","165"
"69","87","145","32","184"
"70","87","73","227","112"
"71","87","104","2","132"
"72","87","101","255","118"
"73","87","95","249","112"
"74","87","115","13","132"
"75","87","101","255","118"
"76","87","95","249","112"
"77","87","115","13","132"
"78","87","101","255","118"
"79","87","95","238","134"
"80","87","115","13","132"
"81","87","101","255","118"
"82","87","95","249","112"
"83","87","115","13","132"
"84","87","101","255","118"
"85","87","95","249","112"
"86","87","115","13","132"
"87","87","101","255","118"
"88","87","95","249","112"
"89","87","115","13","132"
"90","87","101","255","118"
"91","87","95","249","112"
"92","87","115","13","132"
"93","87","101","255","118"
"94","87","95","249","112"
"95","87","115","13","132"
"96","87","101","255","118"
"97","87","95","249","112"
"98","87","115","13","132"
"99","87","101","255","118"
"0","88","95","249","112"
"1","88","115","13","132"
"2","88","101","255","118"
"3","88","95","249","112"
"4","88","115","13","132"
"5","88","101","255","118"
"6","88","95","249","112"
"7","88","115","13","132"
"8","88","101","255","118"
"9","88","95","249","112"
"10","88","115","13","132"
"11","88","101","255","118"
"12","88","95","249","112"
"13","88","115","13","132"
"14","88","101","255","118"
"15","88","95","249","112"
"16","88","115","13","132"
"17","88","101","255","118"
"18","88","95","249","112"
"19","88","115","13","132"
"20","88","101","255","118"
"21","88","95","249","112"
"22","88","115","13","132"
"23","88","101","255","118"
"24","88","84","238","112"
"25","88","115","13","132"
"26","88","112","10","118"
"27","88","106","4","112"
"28","88","115","13","132"
"29","88","90","244","118"
"30","88","84","249","112"
"31","88","104","24","132"
"32","88","35","233","118"
"33","88","106","59","222"
"34","88","82","24","242"
"35","88","24","200","217"
"36","88","95","183","32"
"37","88","60","93","30"
"38","88","68","68","60"
"39","88","216","227","51"
"40","88","54","164","65"
"41","88","238","202","191"
"42","88","232","83","138"
"43","88","131","92","169"
"44","88","95","122","199"
"45","88","100","127","204"
"46","88","120","136","180"
"47","88","150","155","221"
"48","88","166","204","47"
"49","88","62","100","199"
"50","88","114","119","185"
"51","88","174","135","201"
"52","88","37","232","42"
"53","88","1","185","17"
"54","88","196","146","44"
"55","88","59","232","141"
"56","88","177","61","193"
"57","88","108","149","226"
"58","88","68","244","233"
"59","88","32","142","43"
"60","88","106","150","219"
"61","88","104","137","162"
"62","88","189","244","247"
"63","88","117","216","131"
"64","88","104","225","8"
"65","88","79","211","173"
"66","88","106","249","178"
"67","88","137","24","176"
"68","88","90","244","118"
"69","88","73","227","112"
"70","88","104","2","132"
"71","88","90","244","118"
"72","88","84","238","112"
"73","88","104","2","132"
"74","88","90","244","118"
"75","88","95","249","112"
"76","88","115","13","132"
"77","88","101","255","118"
"78","88","95","249","112"
"79","88","115","13","132"
"80","88","101","255","118"
"81","88","95","249","112"
"82","88","115","13","132"
"83","88","101","255","118"
"84","88","95","249","112"
"85","88","115","13","132"
"86","88","101","255","118"
"87","88","95","249","112"
"88","88","115","13","132"
"89","88","101","255","118"
"90","88","95","249","112"
"91","88","115","13","132"
"92","88","101","255","118"
"93","88","95","249","112"
"94","88","115","13","132"
"95","88","101","255","118"
"96","88","95","249","112"
"97","88","115","13","132"
"98","88","101","255","118"
"99","88","95","249","112"
"0","89","115","13","132"
"1","89","101","255","118"
"2","89","95","249","112"
"3","89","115","13","132"
"4","89","101","255","118"
"5","89","95","249","112"
"6","89","115","13","132"
"7","89","101","255","118"
"8","89","95","249","112"
"9","89","115","13","132"
"10","89","101","255","118"
"11","89","95","249","112"
"12","89","115","13","132"
"13","89","101","255","118"
"14","89","95","249","112"
"15","89","115","13","132"
"16","89","101","255","118"
"17","89","95","249","112"
"18","89","115","13","132"
"19","89","101","255","118"
"20","89","95","249","112"
"21","89","115","13","132"
"22","89","101","255","118"
"23","89","95","249","112"
"24","89","115","13","132"
"25","89","101","255","118"
"26","89","95","249","112"
"27","89","104","2","132"
"28","89","90","244","118"
"29","89","84","238","112"
"30","89","104","2","132"
"31","89","101","255","118"
"32","89","106","15","134"
"33","89","71","2","176"
"34","89","35","211","228"
"35","89","51","161","32"
"36","89","71","115","118"
"37","89","35","46","126"
"38","89","84","62","186"
"39","89","137","126","71"
"40","89","175","18","241"
"41","89","254","218","229"
"42","89","29","136","213"
"43","89","29","246","89"
"44","89","246","6","116"
"45","89","43","114","202"
"46","89","40","89","133"
"47","89","89","127","204"
"48","89","186","246","133"
"49","89","150","210","97"
"50","89","31","47","157"
"51","89","172","155","221"
"52","89","136","97","174"
"53","89","141","102","179"
"54","89","183","133","9"
"55","89","114","42","152"
"56","89","229","91","201"
"57","89","92","111","166"
"58","89","241","161","161"
"59","89","161","4","205"
"60","89","82","148","38"
"61","89","167","200","79"
"62","89","194","4","128"
"63","89","13","90","148"
"64","89","164","7","178"
"65","89","172","37","109"
"66","89","60","192","198"
"67","89","112","244","206"
"68","89","128","26","145"
"69","89","104","2","132"
"70","89","90","255","118"
"71","89","117","26","112"
"72","89","137","35","132"
"73","89","123","21","118"
"74","89","106","4","123"
"75","89","115","13","132"
"76","89","101","255","118"
"77","89","95","249","112"
"78","89","115","13","132"
"79","89","101","255","118"
"80","89","95","249","112"
"81","89","115","13","132"
"82","89","101","255","118"
"83","89","95","249","112"
"84","89","115","13","132"
"85","89","101","255","118"
"86","89","95","249","112"
"87","89","115","13","132"
"88","89","101","255","118"
"89","89","95","249","112"
"90","89","115","13","132"
"91","89","101","255","118"
"92","89","95","249","112"
"93","89","115","13","132"
"94","89","101","255","118"
"95","89","95","249","112"
"96","89","115","13","132"
"97","89","101","255","118"
"98","89","95","249","112"
"99","89","115","13","132"
"0","90","101","255","118"
"1","90","95","249","112"
"2","90","115","13","132"
"3","90","101","255","118"
"4","90","95","249","112"
"5","90","115","13","132"
"6","90","101","255","118"
"7","90","95","249","112"
"8","90","115","13","132"
"9","90","101","255","118"
"10","90","95","249","112"
"11","90","115","13","132"
"12","90","101","255","118"
"13","90","95","249","112"
"14","90","115","13","132"
"15","90","101","255","118"
"16","90","95","238","134"
"17","90","115","2","154"
"18","90","101","255","118"
"19","90","95","249","112"
"20","90","115","13","132"
"21","90","101","255","118"
"22","90","95","249","112"
"23","90","115","13","132"
"24","90","112","10","118"
"25","90","95","249","112"
"26","90","104","2","132"
"27","90","90","244","118"
"28","90","84","227","123"
"29","90","115","2","154"
"30","90","101","244","140"
"31","90","95","238","134"
"32","90","137","2","154"
"33","90","101","211","173"
"34","90","205","37","142"
"35","90","13","57","60"
"36","90","123","101","225"
"37","90","51","18","197"
"38","90","93","60","5"
"39","90","247","2","203"
"40","90","18","117","84"
"41","90","200","142","142"
"42","90","95","180","235"
"43","90","213","141","251"
"44","90","189","205","103"
"45","90","219","23","166"
"46","90","202","28","138"
"47","90","211","37","169"
"48","90","252","67","243"
"49","90","56","105","58"
"50","90","175","180","100"
"51","90","249","243","130"
"52","90","31","3","124"
"53","90","18","235","78"
"54","90","26","210","64"
"55","90","119","14","113"
"56","90","37","122","177"
"57","90","147","155","199"
"58","90","15","169","169"
"59","90","27","126","93"
"60","90","145","200","134"
"61","90","15","70","4"
"62","90","13","68","2"
"63","90","131","219","98"
"64","90","78","166","191"
"65","90","24","123","60"
"66","90","46","156","27"
"67","90","73","194","233"
"68","90","148","35","220"
"69","90","90","244","118"
"70","90","73","227","112"
"71","90","115","13","132"
"72","90","101","255","118"
"73","90","95","249","112"
"74","90","104","247","143"
"75","90","90","233","129"
"76","90","84","227","123"
"77","90","115","13","132"
"78","90","101","255","118"
"79","90","106","4","112"
"80","90","115","13","132"
"81","90","101","255","118"
"82","90","95","249","112"
"83","90","115","13","132"
"84","90","101","255","118"
"85","90","95","249","112"
"86","90","115","13","132"
"87","90","101","255","118"
"88","90","95","249","112"
"89","90","115","13","132"
"90","90","101","255","118"
"91","90","95","249","112"
"92","90","115","13","132"
"93","90","101","255","118"
"94","90","95","249","112"
"95","90","115","13","132"
"96","90","101","255","118"
"97","90","95","249","112"
"98","90","115","13","132"
"99","90","101","255","118"
"0","91","95","249","112"
"1","91","115","13","132"
"2","91","101","255","118"
"3","91","95","249","112"
"4","91","115","13","132"
"5","91","101","255","118"
"6","91","95","249","112"
"7","91","115","13","132"
"8","91","101","255","118"
"9","91","95","249","112"
"10","91","115","13","132"
"11","91","101","255","118"
"12","91","95","249","112"
"13","91","115","13","132"
"14","91","101","255","118"
"15","91","95","249","112"
"16","91","115","2","154"
"17","91","101","244","140"
"18","91","95","249","112"
"19","91","115","13","132"
"20","91","101","255","118"
"21","91","95","249","112"
"22","91","115","13","132"
"23","91","101","255","118"
"24","91","95","249","112"
"25","91","115","13","132"
"26","91","101","244","140"
"27","91","95","238","156"
"28","91","126","2","220"
"29","91","112","244","228"
"30","91","106","238","222"
"31","91","148","247","8"
"32","91","123","200","228"
"33","91","139","183","32"
"34","91","57","90","49"
"35","91","131","109","200"
"36","91","238","205","128"
"37","91","181","137","104"
"38","91","145","101","68"
"39","91","29","29","7"
"40","91","217","60","5"
"41","91","148","68","57"
"42","91","227","23","34"
"43","91","87","216","26"
"44","91","175","125","1"
"45","91","48","64","218"
"46","91","123","183","81"
"47","91","87","158","100"
"48","91","114","163","138"
"49","91","32","48","34"
"50","91","7","34","221"
"51","91","235","229","138"
"52","91","109","81","224"
"53","91","172","133","232"
"54","91","199","94","193"
"55","91","29","103","191"
"56","91","238","1","45"
"57","91","70","12","34"
"58","91","250","126","126"
"59","91","90","189","156"
"60","91","4","70","48"
"61","91","134","189","145"
"62","91","76","131","87"
"63","91","147","202","136"
"64","91","211","21","123"
"65","91","21","109","134"
"66","91","128","227","186"
"67","91","115","225","96"
"68","91","101","222","5"
"69","91","106","238","200"
"70","91","115","2","176"
"71","91","79","222","118"
"72","91","95","238","134"
"73","91","115","2","176"
"74","91","90","233","151"
"75","91","84","227","145"
"76","91","115","2","154"
"77","91","101","255","118"
"78","91","106","4","112"
"79","91","126","24","132"
"80","91","101","255","118"
"81","91","95","249","112"
"82","91","115","13","132"
"83","91","101","255","118"
"84","91","95","249","112"
"85","91","115","13","132"
"86","91","101","255","118"
"87","91","95","249","112"
"88","91","115","13","132"
"89","91","101","255","118"
"90","91","95","249","112"
"91","91","115","13","132"
"92","91","101","255","118"
"93","91","95","249","112"
"94","91","115","13","132"
"95","91","101","255","118"
"96","91","95","249","112"
"97","91","115","13","132"
"98","91","101","255","118"
"99","91","95","249","112"
"0","92","115","13","132"
"1","92","101","255","118"
"2","92","95","249","112"
"3","92","115","13","132"
"4","92","101","255","118"
"5","92","95","249","112"
"6","92","115","13","132"
"7","92","101","255","118"
"8","92","95","249","112"
"9","92","115","13","132"
"10","92","101","255","118"
"11","92","95","249","112"
"12","92","115","13","132"
"13","92","101","255","118"
"14","92","95","249","112"
"15","92","115","13","132"
"16","92","101","244","140"
"17","92","95","238","134"
"18","92","115","13","132"
"19","92","101","255","118"
"20","92","95","249","112"
"21","92","115","13","132"
"22","92","101","255","118"
"23","92","95","249","112"
"24","92","115","2","154"
"25","92","101","244","162"
"26","92","95","227","189"
"27","92","115","247","253"
"28","92","101","222","16"
"29","92","95","216","32"
"30","92","93","203","74"
"31","92","101","178","93"
"32","92","139","183","164"
"33","92","148","170","195"
"34","92","178","167","203"
"35","92","227","205","40"
"36","92","35","13","137"
"37","92","32","255","178"
"38","92","227","238","183"
"39","92","203","225","192"
"40","92","68","134","90"
"41","92","7","150","73"
"42","92","184","137","71"
"43","92","90","131","76"
"44","92","191","53","75"
"45","92","255","161","26"
"46","92","65","48","23"
"47","92","103","97","105"
"48","92","145","139","136"
"49","92","87","92","56"
"50","92","180","185","127"
"51","92","21","15","191"
"52","92","230","202","89"
"53","92","67","229","94"
"54","92","153","4","81"
"55","92","51","70","114"
"56","92","84","26","26"
"57","92","49","181","181"
"58","92","167","10","255"
"59","92","81","147","125"
"60","92","79","123","112"
"61","92","109","164","120"
"62","92","70","125","81"
"63","92","79","101","46"
"64","92","10","43","200"
"65","92","238","26","128"
"66","92","247","35","104"
"67","92","189","244","247"
"68","92","139","216","131"
"69","92","170","2","107"
"70","92","156","244","49"
"71","92","106","205","222"
"72","92","148","247","242"
"73","92","134","244","206"
"74","92","128","238","178"
"75","92","148","2","187"
"76","92","134","255","151"
"77","92","117","238","112"
"78","92","137","2","132"
"79","92","123","244","118"
"80","92","95","249","112"
"81","92","115","13","132"
"82","92","101","255","118"
"83","92","95","249","112"
"84","92","115","13","132"
"85","92","101","255","118"
"86","92","95","249","112"
"87","92","115","13","132"
"88","92","101","255","118"
"89","92","95","249","112"
"90","92","115","13","132"
"91","92","101","255","118"
"92","92","95","249","112"
"93","92","115","13","132"
"94","92","101","255","118"
"95","92","95","249","112"
"96","92","115","13","132"
"97","92","101","255","118"
"98","92","95","249","112"
"99","92","115","13","132"
"0","93","101","255","118"
"1","93","95","249","112"
"2","93","115","13","132"
"3","93","101","255","118"
"4","93","95","249","112"
"5","93","115","13","132"
"6","93","101","255","118"
"7","93","95","249","112"
"8","93","115","13","132"
"9","93","101","255","118"
"10","93","95","249","112"
"11","93","115","13","132"
"12","93","101","255","118"
"13","93","95","249","112"
"14","93","115","13","132"
"15","93","101","255","118"
"16","93","95","238","134"
"17","93","115","2","154"
"18","93","101","255","118"
"19","93","95","249","112"
"20","93","115","13","132"
"21","93","101","255","118"
"22","93","95","249","112"
"23","93","115","13","132"
"24","93","101","244","162"
"25","93","106","238","200"
"26","93","115","247","253"
"27","93","90","211","27"
"28","93","62","172","54"
"29","93","49","148","85"
"30","93","24","123","82"
"31","93","18","106","131"
"32","93","82","115","250"
"33","93","101","112","24"
"34","93","73","73","197"
